ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6
325,360000,2,2,2,32,0,0,0,0,0,0,93029,94054,91834,95631,100123,100738
326,210000,1,2,2,43,1,0,0,0,0,0,0,0,38013,40555,45075,37056
327,220000,2,2,1,41,0,2,2,0,2,0,650,650,325,950,475,325
328,60000,2,2,1,34,2,2,2,2,2,0,24898,27976,27233,30184,29566,30225
329,340000,1,2,1,55,0,0,0,0,0,0,50396,44665,8300,2190,24599,7416
330,150000,1,1,1,40,2,2,2,2,2,2,99855,102586,100064,104975,107147,109428
331,2.00E+05,2,2,1,37,1,0,2,0,0,0,0,505,189,6773,23209,16893
332,130000,2,2,2,40,0,0,2,0,0,0,9559,12394,11883,9826,10167,12685
333,60000,2,1,2,28,1,2,0,0,0,0,10540,10232,11237,11427,20973,31857
334,4.00E+05,2,2,1,43,1,0,0,0,0,0,0,0,0,0,1600,78388
335,20000,1,1,2,27,0,0,0,0,0,0,20571,19089,19658,19453,19108,18868
336,190000,2,1,2,28,0,0,0,0,0,0,143464,146943,151905,153538,156664,160361
337,260000,2,1,2,30,0,0,0,0,0,0,156882,160246,159988,158114,158762,159108
338,140000,2,2,2,31,0,0,0,0,0,0,390,0,0,0,0,0
339,50000,2,2,1,31,0,0,0,0,0,0,46512,47716,49675,30929,30078,29170
340,120000,2,1,2,34,0,0,0,0,0,0,882,6531,6313,1100,1330,830
341,240000,2,2,2,30,0,0,0,0,0,0,92,92,92,0,92,0
342,50000,1,2,2,36,0,0,0,0,0,0,5916,6172,4123,680,978,978
343,2.00E+05,2,1,2,29,0,2,0,0,0,2,2393,183,4847,20183,24815,24248
344,180000,1,1,1,39,0,0,0,0,0,0,274731,281713,242063,122295,0,1005
345,180000,2,1,2,26,0,0,0,0,0,0,145403,138232,130553,105894,108248,106517
346,160000,2,1,2,29,0,0,0,0,0,0,3097,0,0,2303,6182,1654
347,1.00E+05,2,2,2,26,0,0,0,0,0,0,1370,4192,4159,3542,1980,3980
348,50000,2,2,2,29,0,0,0,0,0,0,47081,49316,50409,45545,39963,41145
349,140000,2,2,2,31,0,0,0,0,0,0,138119,137950,140254,139679,141748,142174
350,30000,2,2,2,26,0,0,0,0,0,0,17893,19012,20123,20222,20796,19844
351,90000,1,1,2,26,0,0,0,0,0,0,39128,20473,1940,1940,0,23101
352,2.00E+05,1,1,1,36,1,0,0,0,0,0,0,0,3432,0,0,1386
353,380000,1,1,2,30,1,0,0,0,0,0,0,0,0,0,0,0
354,80000,2,2,2,43,0,0,0,0,0,0,77057,78102,58501,51042,19036,19414
355,50000,1,3,1,58,2,2,2,0,0,2,15899,18720,18122,18530,19089,18856
356,180000,1,2,1,45,0,0,0,0,0,0,27679,28422,29650,29981,30419,31127
357,240000,2,2,2,26,0,0,0,0,0,0,141315,128940,124226,113133,113966,103360
358,380000,1,2,2,34,0,0,0,0,0,0,194314,179206,193992,174675,171253,169121
359,110000,2,4,2,24,0,0,0,0,0,0,83755,77431,79044,80631,82333,84462
360,260000,1,1,1,34,0,0,0,0,0,0,49657,291,51058,2351,34039,291
361,5.00E+05,2,2,2,23,4,3,2,0,0,0,507726,509229,499936,505507,484612,419643
362,320000,2,2,2,30,0,0,0,0,0,0,71305,71151,72029,72849,74374,74610
363,50000,1,2,2,32,4,3,2,0,0,0,45734,44741,43562,44039,45008,25775
364,110000,1,1,1,40,1,0,0,0,0,0,0,0,2066,2000,216,216
365,230000,2,1,2,35,0,0,0,0,0,0,761,300,399,665,576,613
366,330000,2,2,1,56,1,0,0,0,0,0,0,1520,1488,0,3965,8676
367,50000,2,2,1,61,0,0,0,0,0,0,47166,49396,50476,23319,23171,24774
368,10000,1,2,2,24,0,2,2,2,0,0,2887,1923,2989,2813,2008,2132
369,3.00E+05,1,1,1,40,1,0,0,0,0,0,0,0,0,0,0,0
370,20000,2,2,1,32,3,2,0,0,0,0,20631,20010,19703,11084,10918,10985
371,180000,1,2,1,36,2,2,0,0,0,0,83538,0,0,0,0,0
372,160000,1,1,2,30,0,0,0,0,0,0,99,2977,15086,8578,13028,21712
373,90000,2,1,2,34,0,0,0,2,2,2,34302,35089,43449,42451,49718,48767
374,30000,1,3,3,54,0,0,0,0,0,0,22987,22298,22352,23221,24339,25943
375,180000,1,1,1,46,0,0,0,0,0,0,173267,174590,175233,106288,28089,178719
376,30000,1,3,1,58,0,0,0,0,0,0,19143,20168,21229,21495,21800,22437
377,30000,1,2,1,43,1,2,0,0,0,2,20518,19901,20905,21509,25183,24242
378,140000,2,1,2,28,0,0,0,0,0,0,10833,14446,7609,4991,3400,3745
379,210000,1,1,2,30,0,0,0,0,0,0,69937,71906,43308,44584,47842,49888
380,50000,1,2,2,31,0,0,0,0,0,0,20526,15129,15093,9577,11139,12487
381,130000,2,2,2,29,0,0,0,0,0,0,89055,90780,70947,72367,73875,75355
382,50000,2,2,1,37,2,2,2,0,0,0,1894,3200,3381,3559,1948,2415
383,140000,1,3,1,36,0,0,0,0,0,0,100594,78372,91502,90859,88616,88450
384,170000,2,2,2,28,0,0,0,2,0,0,2948,3848,5646,5464,5577,5889
385,80000,1,2,2,25,0,0,0,0,0,0,22619,31429,27923,25280,0,0
386,410000,2,5,1,42,0,0,0,0,0,0,338106,342904,344464,240865,234939,240176
387,80000,2,1,2,29,1,0,0,0,0,0,0,80000,0,0,0,0
388,80000,1,3,1,73,0,0,0,2,2,2,63144,65631,68875,70646,72870,75018
389,150000,1,2,1,43,0,0,0,0,0,0,153249,154049,156523,159653,162866,157759
390,260000,1,1,1,30,0,0,0,0,0,0,1131,291,582,291,0,291
391,350000,1,1,1,38,1,0,0,0,0,0,0,0,0,0,0,0
392,280000,2,2,1,39,1,0,0,0,0,0,0,35918,37297,37154,32581,33316
393,310000,1,2,1,44,0,0,0,0,0,0,103797,91989,87720,76218,72090,71620
394,140000,2,2,2,29,0,0,0,0,0,0,20110,17102,18862,19996,21214,21085
395,360000,1,1,1,51,0,0,0,0,0,0,38000,25000,0,0,0,0
396,140000,2,1,2,27,0,0,0,0,0,0,142428,144105,143952,142590,142650,142620
397,1.00E+05,1,1,2,38,0,0,0,0,0,0,40810,42653,42351,43011,43011,28947
398,50000,2,2,2,22,0,0,0,0,0,0,0,0,0,848,0,632
399,210000,2,2,1,30,0,0,0,0,0,0,104701,106134,108423,91143,82733,74125
400,120000,2,2,2,25,2,2,2,2,2,2,120298,120822,109887,116313,119311,117167
401,240000,1,1,2,29,0,0,0,0,0,0,156362,132280,99174,65372,28797,184922
402,60000,2,3,3,42,0,0,0,0,0,0,41322,29091,28097,28665,28768,29064
403,150000,1,1,2,41,0,0,0,0,0,2,1464,2084,384,0,2344,822
404,30000,1,2,1,48,0,0,0,0,0,0,27879,28870,27806,25142,25667,26179
405,160000,2,1,2,29,2,2,2,2,2,2,160432,163916,159676,166893,170098,153800
406,2.00E+05,1,1,1,52,0,0,0,0,0,0,3858,2690,3410,0,0,82150
407,120000,2,2,1,25,0,0,0,0,0,0,26476,21393,0,0,0,0
408,5.00E+05,1,1,1,37,1,2,0,0,0,0,507062,491956,430637,376657,356636,303510
409,320000,2,1,2,27,0,0,0,0,0,0,55607,62893,59001,61565,59508,66541
410,280000,1,1,2,31,0,0,0,0,0,0,168382,175646,180650,182672,168399,167983
411,60000,2,1,2,23,1,2,2,2,2,2,29332,28577,30805,31601,32349,32965
412,2.00E+05,2,1,1,38,0,0,0,0,0,0,190,0,0,367,0,0
413,230000,2,1,1,32,1,0,0,0,0,0,0,0,2809,4595,792,3404
414,230000,2,2,2,27,1,2,0,0,0,0,13668,12647,13135,10596,9218,5068
415,480000,2,3,1,41,0,0,0,0,0,0,14867,26665,199960,9033,19371,22593
416,50000,2,3,1,35,0,0,0,0,0,0,22500,5000,0,0,0,0
417,2.00E+05,2,1,2,31,0,0,0,0,0,0,7184,14845,1097,0,0,160
418,50000,2,1,2,30,0,0,0,0,0,2,14811,16262,17286,17895,19450,18990
419,50000,1,2,1,48,0,0,0,0,0,0,44338,43048,35639,18753,19091,19548
420,260000,2,1,2,36,1,0,0,0,0,0,0,0,0,0,0,0
421,30000,1,1,2,24,2,0,0,0,0,2,25265,26354,27710,27959,30002,29371
422,440000,2,1,2,29,0,0,0,0,0,0,169661,167199,158520,156977,157963,151936
423,230000,2,2,2,38,0,0,0,0,0,0,10237,2795,1350,371,2980,0
424,2.00E+05,1,2,1,38,2,2,2,0,0,0,104978,105924,102663,97090,98045,105253
425,490000,2,2,1,30,0,0,0,0,0,0,192586,197967,201666,205798,196698,190306
426,80000,2,2,1,32,0,0,0,0,0,0,11262,0,0,0,0,0
427,20000,2,3,2,49,2,2,2,2,0,0,9551,12081,13087,12583,15327,16414
428,170000,2,1,2,31,0,0,0,0,0,0,199,199,199,398,199,199
429,70000,1,1,2,27,0,0,0,0,0,0,70119,68536,66601,29401,28949,29795
430,210000,2,2,2,33,0,0,0,0,0,0,212601,177946,119362,117766,68791,66167
431,90000,2,2,2,25,0,0,0,0,0,0,91894,71732,73241,74424,76070,77648
432,390000,2,1,2,27,0,0,0,0,0,0,304867,299998,300426,292869,292885,281826
433,110000,2,1,2,29,0,0,0,0,0,0,48123,49537,50422,50990,52014,53206
434,580000,2,1,1,36,0,0,0,0,0,0,159760,162189,166127,169365,168755,167964
435,360000,1,3,1,55,0,0,0,0,0,0,9210,8485,17231,1770,0,0
436,270000,2,2,1,32,1,2,2,2,2,2,234752,233036,229286,217644,223690,221413
437,60000,2,1,2,27,0,0,0,0,2,0,14072,0,0,300,150,150
438,110000,1,3,1,37,0,0,0,0,0,0,61807,62499,62162,60605,60272,60145
439,50000,2,1,1,25,0,0,0,0,0,0,51044,50231,46677,44982,21399,20859
440,80000,2,1,2,23,0,0,0,0,0,0,77024,73281,57806,37642,46235,47110
441,50000,1,2,2,23,0,0,0,0,0,0,350,350,400,1695,12645,12584
442,1.00E+05,1,1,2,32,0,0,0,0,2,2,83831,85586,87289,91451,93381,89522
443,30000,2,1,2,26,1,0,0,0,0,0,0,0,945,0,197,2995
444,2.00E+05,2,1,2,27,0,0,0,0,0,0,122923,124653,126355,114881,117213,124793
445,240000,1,1,2,44,0,0,0,0,0,0,246135,231443,234557,200643,194410,198857
446,220000,1,2,2,34,0,0,0,0,0,0,37304,33304,29254,24875,20329,15602
447,160000,2,1,2,28,0,0,0,0,0,0,146433,107604,89902,90983,82255,83988
448,180000,2,1,1,53,0,0,0,0,0,0,46122,1260,29366,5400,0,1599
449,2.00E+05,1,4,1,42,0,0,0,0,0,0,38564,38246,32253,30384,30900,0
450,140000,2,3,1,30,0,0,0,2,0,0,96304,98007,82227,65000,60848,58880
451,380000,1,1,1,51,1,0,0,0,0,0,0,0,0,0,0,0
452,6.00E+05,1,1,1,53,2,2,0,0,0,0,467150,458862,469703,447130,440982,434715
453,260000,1,2,2,37,0,0,0,0,0,0,255691,262736,36638,122388,127402,131074
454,2.00E+05,2,1,2,26,0,0,0,0,0,0,156786,179,1443,1443,1443,871
455,80000,1,2,2,42,0,0,0,0,0,0,78129,28202,78553,49340,48919,48443
456,40000,1,2,2,39,0,0,0,0,0,0,40034,36549,17431,15031,10600,5315
457,130000,1,3,2,39,1,2,2,2,2,2,71034,69329,74175,72383,77217,75820
458,50000,1,1,2,32,0,0,0,0,0,0,23974,24131,25326,25775,0,0
459,230000,2,2,1,41,0,0,0,0,0,0,819,18163,5473,8162,6985,9130
460,70000,1,2,1,48,0,0,0,0,0,0,50927,39883,32017,17630,9730,6400
461,180000,2,2,1,38,0,0,0,0,0,0,152510,151651,159019,123022,126075,126219
462,80000,2,2,1,36,0,0,0,0,0,0,1689,8638,5702,2980,1260,7868
463,290000,2,2,2,26,0,0,0,0,0,0,20807,99860,100000,3015,23473,1448
464,230000,2,1,2,28,0,0,0,0,0,0,30141,131255,110503,99283,97599,96116
465,170000,2,3,3,56,1,0,0,0,0,0,0,0,1991,0,0,150
466,230000,1,1,1,59,0,0,0,0,0,0,208459,206331,203813,201331,198999,191671
467,220000,1,1,2,38,0,0,0,0,0,0,212795,211043,212759,218541,167743,165300
468,230000,1,2,2,32,0,0,0,0,0,0,28114,28006,25000,22046,19860,19831
469,5.00E+05,1,2,1,38,0,0,0,0,0,0,59372,49677,49515,42568,48268,51481
470,90000,2,1,1,41,0,0,0,0,0,0,6160,3274,6190,307,2870,670
471,390000,2,3,2,35,0,0,0,0,0,0,355215,363325,373181,252195,257496,263018
472,4.00E+05,2,2,2,41,0,0,0,0,0,0,366193,372700,375948,195991,152127,155182
473,180000,1,2,1,34,0,0,0,0,0,0,2927,2790,1140,2144,1180,1382
474,60000,1,3,1,38,1,2,2,0,0,2,29295,30321,31018,32193,34213,35002
475,120000,2,2,1,32,0,0,0,0,0,0,4158,2682,0,6440,0,5930
476,60000,2,2,2,29,0,0,0,0,0,0,27199,28358,28937,29614,30391,23159
477,50000,1,1,2,44,0,0,0,0,0,0,50893,28527,29241,28513,29106,29638
478,70000,2,2,1,37,0,0,0,2,0,0,66759,68200,72972,71248,50610,50809
479,5.00E+05,2,1,1,38,0,2,0,0,0,0,600,300,501,300,600,450
480,2.00E+05,1,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0
481,250000,2,2,1,40,0,0,0,0,0,2,44930,137101,90801,0,1069,919
482,140000,1,2,2,26,0,0,2,2,2,2,131367,146193,140202,144035,140419,130271
483,70000,2,2,2,28,0,0,0,0,0,2,41264,41799,37887,37876,6736,4162
484,90000,1,3,1,48,1,2,2,2,2,2,77604,73317,71334,67009,63228,59378
485,1.00E+05,2,2,1,43,0,0,0,0,0,0,2491,1709,574,556,2306,2562
486,190000,1,2,1,31,0,0,0,0,0,0,177554,180633,172914,130139,115494,117465
487,230000,2,1,1,42,0,0,0,0,0,0,6865,15111,13165,0,10500,6992
488,320000,1,2,1,39,0,0,0,0,0,0,93768,91523,91579,91193,92837,95323
489,220000,2,2,1,36,0,0,0,0,0,0,396,1648,792,396,396,396
490,260000,2,1,1,34,0,0,0,0,0,0,16426,6088,4663,3885,4414,2514
491,90000,2,2,2,32,0,0,0,0,0,0,573,0,0,0,0,0
492,30000,2,2,1,43,2,2,2,2,2,0,28703,26622,24022,24368,20859,19633
493,260000,1,2,2,30,0,0,0,2,0,0,98560,100980,222102,108724,68500,69174
494,170000,2,2,2,28,0,0,0,0,0,0,28304,17616,308,0,0,0
495,80000,2,1,1,28,0,0,0,0,0,0,8574,9434,10038,10040,10400,10490
496,50000,1,1,1,41,0,0,0,0,0,0,508,672,226,390,220,320
497,2.00E+05,2,3,2,47,0,0,0,0,0,0,203183,202961,194449,196814,200526,198717
498,20000,1,2,2,23,0,0,2,0,0,0,16440,20417,18333,18848,30190,19664
499,250000,2,1,1,49,0,0,0,0,0,0,66,0,0,120,0,1639
500,20000,1,1,1,38,0,0,0,2,2,0,15912,17272,20565,20705,20255,19933
501,30000,2,2,1,38,0,0,0,0,2,2,20344,21705,22537,24161,25128,24576
502,90000,2,2,1,35,1,2,2,2,2,2,23132,22474,28067,27320,31199,30548
503,230000,2,6,2,46,0,0,0,0,0,0,221590,227397,230302,186635,189896,193351
504,130000,2,1,1,33,0,0,0,0,0,0,19161,20544,22704,22304,22304,0
505,30000,1,6,1,53,0,0,0,0,0,0,0,0,0,0,0,0
506,160000,1,1,2,35,0,0,0,0,0,0,396,396,396,0,792,1220
507,5.00E+05,2,2,2,43,0,0,0,0,0,0,3959,0,285138,249445,222831,200
508,180000,2,2,2,28,0,0,0,0,0,2,42238,38741,36696,35813,37893,34661
509,80000,2,2,1,30,0,0,0,0,0,2,21507,13207,13997,10914,10685,5515
510,120000,1,1,2,26,0,0,0,0,0,0,884,0,0,10446,0,0
511,130000,1,2,1,31,0,0,0,0,0,2,1261,1261,1261,1411,930,390
512,120000,2,2,2,35,0,0,0,0,0,0,240,240,240,240,240,240
513,360000,1,1,2,28,0,0,0,0,0,0,20223,52962,3978,1743,2828,50537
514,50000,1,2,2,23,2,2,2,2,2,2,29509,30741,31438,31924,32566,33081
515,20000,2,2,2,23,0,0,2,0,0,0,18355,20259,19534,16467,15746,13246
516,1.00E+05,1,3,1,56,0,0,0,0,0,0,94265,53376,85787,78762,79529,80335
517,70000,1,3,1,32,0,0,0,0,0,0,68739,67629,69188,68392,69884,71284
518,50000,1,2,1,47,0,0,0,0,0,0,13917,16695,21320,18614,19003,19439
519,10000,2,2,2,22,1,2,0,0,0,0,10250,8558,10525,10050,9903,9984
520,290000,2,1,1,34,0,0,0,0,0,0,93844,97708,103066,104864,110151,115297
521,30000,2,1,1,31,0,0,0,0,0,0,16496,17522,18531,18744,19291,19818
522,410000,2,2,2,27,1,0,0,0,0,0,0,32991,36465,44310,62408,61420
523,360000,1,1,2,28,0,0,0,0,0,0,1210,820,64644,125984,106584,125557
524,140000,2,2,1,42,0,0,0,0,0,0,111496,112133,69529,70804,70781,66735
525,210000,2,1,2,32,0,0,0,0,0,0,67374,69489,70937,71761,73505,74827
526,220000,2,2,2,27,0,0,0,0,0,0,1692,13250,433,1831,0,2891
527,20000,1,2,2,27,1,2,0,0,0,2,18649,18066,19040,19446,20759,20241
528,620000,2,2,1,45,2,2,0,0,0,0,160837,156839,160440,163781,167159,170894
529,360000,1,1,2,26,1,0,0,0,0,0,0,0,0,0,1677,2600
530,20000,2,2,2,21,0,0,2,2,0,0,18763,14410,13771,362,5308,0
531,50000,1,2,2,23,0,0,0,0,0,0,34549,18552,19334,18165,19322,19575
532,50000,1,2,3,30,0,0,0,0,0,0,97538,49187,17518,17710,18079,18302
533,10000,1,2,2,46,0,0,2,2,2,0,4073,6394,6143,6908,6652,6785
534,1.00E+05,2,3,1,50,2,0,0,3,3,2,53849,55030,61574,62470,61198,62524
535,50000,1,1,2,26,0,0,0,0,0,0,2411,3059,2333,1800,1620,0
536,60000,1,2,2,25,0,0,0,0,0,0,480,1675,3630,578,4825,6200
537,440000,2,1,2,35,0,0,0,0,0,0,330759,337794,274075,252584,216547,179221
538,120000,1,2,1,44,0,0,0,0,0,0,92007,87939,82094,59105,53442,46775
539,50000,2,1,2,52,0,0,0,0,0,0,3257,4166,0,0,318,0
540,110000,2,2,1,40,1,2,2,2,2,2,92638,90905,95768,97004,99005,101213
541,2.00E+05,2,1,2,38,0,0,0,0,0,0,399,0,0,0,218,270
542,150000,2,1,2,28,1,0,0,0,0,0,0,0,0,0,0,318
543,30000,2,2,1,36,2,3,2,2,0,0,28778,28039,28286,27533,28189,28805
544,1.00E+05,2,1,2,24,0,0,0,0,0,0,30092,30486,30178,29735,14718,29427
545,360000,2,1,1,34,0,0,0,0,0,0,12339,10138,23912,9785,166,2142
546,390000,2,1,2,31,0,0,0,0,0,0,50620,43220,44237,46495,47751,51941
547,220000,2,1,1,41,1,0,0,0,0,0,0,0,0,0,0,0
548,160000,2,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0
549,230000,2,1,2,28,0,0,0,0,0,0,2403,7357,9752,12608,10797,20539
550,120000,1,1,2,27,0,0,0,0,0,0,52437,50473,45087,35424,31760,31214
551,1.00E+05,1,3,1,52,0,0,2,2,2,0,4657,6068,6418,6781,6144,7638
552,190000,2,1,2,41,0,0,0,0,0,0,28204,0,16500,0,26854,554
553,50000,1,1,1,56,0,0,0,0,0,0,50715,51073,28185,28842,30399,29977
554,240000,2,1,1,42,1,0,0,0,0,0,0,6370,0,0,0,0
555,40000,2,2,2,24,0,0,0,0,0,0,35285,36714,37356,38184,38724,37255
556,630000,2,2,1,47,0,0,0,0,0,0,37850,68187,1207,2632,8654,0
557,160000,2,1,1,33,0,0,0,0,0,0,5233,5393,1824,350,150,199
558,110000,2,2,2,32,0,0,2,2,2,2,65299,74565,78516,79829,81603,83206
559,20000,1,2,2,29,0,0,0,0,0,0,17208,18419,0,0,0,0
560,210000,2,3,1,53,0,0,0,0,0,0,57192,58472,59658,60466,61593,65163
561,270000,1,1,2,34,0,0,0,0,0,0,5780,12006,15736,6621,2457,14923
562,360000,2,2,2,52,0,0,0,0,0,0,640,2113,0,999,944,0
563,60000,2,2,1,42,0,0,0,0,0,0,631,2790,1758,416,416,3640
564,360000,1,2,2,38,0,0,0,0,0,0,108351,111201,63146,63723,65108,66078
565,390000,2,1,2,45,2,2,2,0,2,2,834,155,0,4240,3346,2698
566,250000,2,3,2,35,0,0,0,0,0,0,7244,8472,1738,6706,2391,11082
567,90000,2,1,2,24,0,0,0,0,0,0,13141,14526,15482,18219,22737,23387
568,360000,1,1,2,28,0,0,0,0,0,0,7071,401,3545,10540,10132,6220
569,50000,1,3,2,26,0,0,0,0,0,0,35429,30626,30241,20284,19166,19567
570,270000,2,1,1,40,0,0,0,0,0,0,18751,5706,0,0,0,0
571,2.00E+05,2,1,2,29,1,0,0,0,0,0,55788,8360,4897,5065,19468,0
572,50000,2,2,2,23,0,0,0,0,0,0,49809,50364,38429,18815,18305,19013
573,350000,1,1,2,33,0,0,0,0,0,0,10900,10478,0,0,0,4532
574,160000,2,2,2,60,0,0,0,0,0,0,3128,5156,1089,489,3177,1009
575,80000,2,3,1,49,0,0,0,0,0,0,3367,4641,2290,1459,6764,7601
576,290000,1,1,1,53,2,0,0,0,0,0,279610,282024,282508,284660,255892,238266
577,270000,2,1,2,28,0,0,0,0,0,0,475,475,5691,37526,50565,48888
578,80000,1,1,2,31,0,0,0,0,2,0,5994,32223,8308,4082,538,4085
579,50000,1,2,2,36,0,0,0,0,0,0,5197,6015,6615,7131,6987,6980
580,30000,1,2,1,35,0,0,0,0,0,0,7797,2687,8762,3377,2000,0
581,30000,1,2,2,28,1,0,0,0,0,0,0,780,0,0,0,0
582,90000,1,2,2,33,0,0,0,0,0,0,35785,29155,27485,29266,35598,38449
583,160000,1,1,2,26,0,0,0,0,0,0,1433,3746,30258,1036,21572,9528
584,80000,2,3,2,53,0,0,0,0,0,0,77766,77954,78512,60452,61556,54022
585,50000,1,2,2,42,0,0,0,0,0,0,50300,50898,49111,48943,45775,0
586,20000,2,1,2,25,0,0,0,0,0,2,14603,15661,16394,16723,18056,17618
587,220000,1,1,1,43,1,0,0,0,0,0,0,0,0,0,0,0
588,210000,1,3,2,25,0,0,2,0,0,0,8817,23634,21776,9631,1561,1990
589,130000,2,2,2,29,0,0,0,0,0,0,131575,130931,132969,45584,46516,47455
590,260000,2,2,1,31,0,0,0,0,0,0,5841,23194,62361,67057,17024,18659
591,230000,2,1,1,30,0,0,0,0,0,0,30341,25981,24092,65840,56538,51522
592,160000,1,1,2,34,0,0,0,0,0,0,83255,83912,85161,85715,86773,87526
593,50000,1,1,1,35,0,0,0,0,0,0,34976,6018,13930,7106,6020,9011
594,80000,1,2,1,32,0,0,0,0,0,0,48747,45955,44989,41358,42379,38052
595,110000,1,3,2,46,0,0,0,0,0,0,56700,57875,59044,59756,61004,62213
596,2.00E+05,1,1,1,43,0,0,0,0,0,0,144678,140804,136437,135253,134629,134309
597,360000,1,2,2,29,0,0,0,0,0,0,268112,263368,259969,255832,245462,250244
598,210000,2,3,2,31,1,0,0,0,0,0,0,0,0,0,0,0
599,80000,2,2,2,24,2,0,0,0,0,0,79243,75254,58683,58886,60035,57264
600,3.00E+05,2,2,1,36,0,0,2,0,0,0,0,5191,4606,2303,2768,65373
601,310000,2,2,1,43,0,0,0,0,0,0,23396,24182,25135,25095,25356,25514
602,30000,1,3,1,59,0,0,0,0,0,0,390,390,390,390,390,1320
603,170000,1,1,1,53,0,0,0,0,0,0,17862,17927,18800,17647,18015,12930
604,140000,2,2,2,28,2,2,2,0,0,2,26450,28823,28171,28740,30454,29930
605,180000,2,2,2,31,1,0,0,0,0,0,0,0,0,0,0,0
606,50000,1,1,2,34,1,2,2,2,2,2,22746,22099,24121,23437,25101,24549
607,50000,2,2,1,36,0,0,0,0,0,0,9214,10359,7350,7500,0,0
608,110000,2,1,2,24,0,0,0,0,2,0,40882,35428,39680,44097,42543,33189
609,450000,2,3,1,36,0,0,0,0,0,0,3996,9120,8528,0,6368,3000
610,2.00E+05,2,2,1,34,0,0,0,0,0,0,390,390,390,561,390,390
611,220000,1,1,2,43,0,0,0,0,0,0,44177,25736,19292,18900,13580,33150
612,360000,2,1,2,29,0,0,0,0,0,0,3280,0,0,0,0,2650
613,50000,1,2,1,37,0,0,0,0,0,0,48226,48727,46228,46755,43686,44573
614,40000,1,2,2,23,2,2,0,0,0,0,36650,29541,26190,26710,27274,29551
615,190000,2,2,1,37,1,2,2,2,2,2,115049,117856,119570,116284,123528,125478
616,150000,1,1,2,33,0,0,0,0,0,0,21724,23168,23320,24085,24149,3323
617,2.00E+05,2,1,1,37,1,0,0,0,0,0,0,0,0,0,595,0
618,270000,2,2,1,56,0,0,0,0,0,0,137807,123769,104377,106651,109294,101151
619,60000,1,1,2,25,0,0,0,0,0,0,58839,53235,38533,39639,39619,39140
620,2.00E+05,2,2,1,39,0,0,0,0,0,0,80833,79100,70764,71629,70805,70718
621,150000,2,2,1,39,0,0,0,0,0,0,36146,36184,37511,33080,30223,31561
622,180000,2,2,2,28,0,0,0,0,0,0,340,0,420,460,460,610
623,90000,2,1,2,27,0,0,0,0,0,0,7624,0,0,0,0,0
624,360000,2,2,1,37,1,0,0,0,0,0,0,0,0,0,166,541
625,90000,2,1,2,24,0,0,0,0,0,0,491,0,0,0,0,0
626,20000,2,2,2,24,0,0,0,0,2,0,13168,13888,14900,15916,15519,15829
627,70000,1,1,1,46,0,0,0,0,0,0,60040,55274,51766,51757,50013,49946
628,230000,1,1,1,39,0,0,0,0,0,0,660,660,660,660,660,660
629,30000,1,3,1,48,0,0,0,0,0,0,29434,28960,29022,29201,29553,29693
630,2.00E+05,2,3,3,45,0,0,0,0,0,0,4430,7182,3855,3411,6788,9921
631,1.00E+05,1,3,2,49,0,0,0,0,0,0,1440,0,0,0,0,0
632,50000,2,2,2,23,0,0,0,0,0,2,26795,28056,29284,30487,33831,33138
633,20000,2,3,1,25,0,0,0,0,0,0,16591,16442,6401,4300,1304,0
634,210000,2,2,1,47,0,0,0,0,0,0,0,0,0,0,0,0
635,110000,1,3,1,56,0,0,0,0,0,0,46486,35758,34323,30452,22628,23468
636,20000,2,3,1,44,0,0,0,0,0,0,550,228,0,228,0,0
637,50000,2,3,1,49,0,0,0,0,0,0,5630,6629,5918,6918,6941,4756
638,50000,1,2,1,41,0,0,0,0,0,0,21986,21520,20979,19894,18811,18805
639,4.00E+05,2,1,2,40,0,0,0,0,0,0,60125,1981,4521,20472,76933,173599
640,170000,1,2,2,31,0,0,0,0,0,0,56364,58132,59171,55888,53672,51461
641,280000,1,2,1,42,0,0,0,0,0,0,148363,148432,151310,141937,144990,147911
642,130000,2,3,1,28,0,0,0,0,0,0,100143,50456,50000,0,0,0
643,210000,2,2,2,32,0,0,0,0,0,0,46255,50486,54019,58091,61630,65576
644,370000,1,2,2,28,0,0,0,0,0,0,276436,239025,149128,48907,53025,51434
645,30000,2,2,1,31,0,0,2,0,0,0,29493,19433,18782,19006,19637,21251
646,150000,1,3,2,39,1,0,0,0,0,0,214450,147280,150000,0,0,0
647,60000,1,3,1,31,2,0,0,0,0,0,35369,35320,0,0,0,0
648,80000,2,2,2,24,0,0,0,0,0,0,77615,77303,66396,55639,56873,58390
649,280000,2,2,1,44,2,2,2,2,2,2,186149,181779,192189,195517,199250,195874
650,20000,2,2,2,46,8,7,6,5,4,3,21075,20795,20206,19617,18737,18148
651,270000,1,1,2,32,0,0,0,0,0,0,0,0,1100,300,0,0
652,240000,2,2,2,26,0,0,0,0,0,0,14348,7500,7816,7500,7500,14497
653,20000,2,1,2,22,0,0,0,0,0,0,20137,20179,18067,18666,19115,19547
