ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT1
852,30000,1,2,2,32,29095
853,50000,1,1,1,37,30400
854,140000,2,2,2,23,44733
855,50000,2,3,2,49,4987
856,30000,2,2,2,25,26957
857,40000,2,1,2,29,26461
858,1.00E+05,2,3,1,43,50485
859,130000,1,2,2,29,131041
860,20000,2,2,2,27,20218
861,50000,1,1,2,26,0
862,260000,1,1,1,41,1086
863,30000,2,3,2,52,2450
864,10000,2,2,1,31,15915
865,2.00E+05,1,1,2,32,43515
866,30000,2,2,1,46,28234
867,180000,2,2,2,35,119333
868,1.00E+05,1,1,2,35,29109
869,140000,2,2,1,39,105192
870,290000,2,2,2,34,310403
871,20000,2,2,3,52,14591
872,80000,2,3,1,40,35660
873,5.00E+05,2,3,1,38,13655
874,180000,1,1,1,45,4453
875,20000,2,3,1,40,2946
876,30000,2,2,1,25,30606
877,150000,1,1,2,33,45335
878,280000,2,2,2,27,5924
879,50000,2,2,1,43,23587
880,20000,2,2,1,43,15294
881,2.00E+05,1,1,2,30,4935
882,210000,2,2,1,49,0
883,230000,2,1,2,38,224020
884,50000,1,3,2,57,47917
885,50000,1,3,2,55,51737
886,70000,2,2,2,23,49605
887,310000,1,1,2,30,1544
888,180000,2,2,1,30,2488
889,90000,2,2,2,24,24401
890,390000,1,2,2,28,149445
891,150000,2,3,1,34,772
892,4.00E+05,1,2,2,37,13611
893,80000,2,2,1,32,28408
894,320000,1,1,2,27,137574
895,240000,2,2,1,37,238
896,2.00E+05,1,1,2,31,100
897,110000,1,1,3,55,92610
898,170000,2,1,2,28,131864
899,90000,2,3,3,51,11315
900,2.00E+05,1,1,1,36,3877
901,360000,1,1,2,30,0
902,140000,2,1,1,36,4036
903,220000,1,2,2,25,168286
904,1.00E+05,1,3,1,50,154970
905,80000,2,2,2,40,57364
906,30000,2,2,2,27,27772
907,50000,1,1,2,30,4187
908,120000,2,2,2,26,22431
909,50000,1,1,2,27,7010
910,360000,2,1,2,27,79837
911,90000,2,1,2,25,86014
912,5.00E+05,1,1,2,32,386405
913,140000,2,3,1,46,68075
914,30000,1,3,1,45,17187
915,70000,1,3,1,30,19882
916,2.00E+05,1,1,1,39,0
917,350000,1,1,1,48,54969
918,120000,1,1,2,32,0
919,240000,1,1,2,46,471814
920,90000,2,1,2,23,22109
921,260000,2,1,2,33,0
922,50000,2,1,2,24,27245
923,110000,1,1,1,40,8481
924,20000,2,1,2,24,1371
925,30000,2,2,2,24,27391
926,180000,1,1,2,27,11392
927,20000,1,2,1,46,5902
928,50000,2,2,2,22,50342
929,180000,2,1,2,36,10737
930,2.00E+05,1,1,1,34,1242
931,260000,2,2,2,24,68411
932,320000,1,1,1,60,9955
933,160000,2,2,2,29,1989
934,30000,1,2,2,32,7851
935,50000,2,2,1,36,16906
936,50000,1,2,2,30,21062
937,90000,2,2,2,29,47585
938,240000,1,1,2,34,11874
939,180000,2,2,1,32,15548
940,2.00E+05,2,2,1,32,5150
941,50000,2,1,2,25,42543
942,50000,1,2,1,44,1261
943,330000,2,1,1,37,4785
944,80000,2,2,2,24,1200
945,50000,2,2,2,23,3779
946,360000,2,1,2,29,15854
947,240000,2,2,1,37,219099
948,50000,1,2,1,59,47069
949,470000,1,2,2,33,190258
950,160000,2,3,1,51,2000
951,30000,1,1,1,27,12897
952,80000,2,2,1,32,81074
953,5.00E+05,2,3,2,42,10889
954,180000,1,2,2,39,3135
955,110000,2,2,1,46,2410
956,160000,1,1,1,41,117126
957,210000,2,2,2,30,21780
958,2.00E+05,2,1,1,34,6206
959,350000,1,1,2,35,4439
960,250000,1,1,2,41,1338
961,380000,1,1,2,43,8201
962,30000,1,2,2,47,396
963,2.00E+05,1,2,2,31,33781
964,30000,1,2,2,30,27826
965,50000,1,2,2,24,14937
966,5.00E+05,1,1,1,36,294827
967,30000,1,1,2,28,0
968,220000,2,1,1,36,996
969,20000,2,2,1,27,42784
970,180000,2,2,1,32,74189
971,3.00E+05,1,1,1,42,11973
972,130000,2,2,1,33,133461
973,180000,2,3,1,39,10159
974,150000,2,1,3,30,50
975,140000,1,2,1,30,134203
976,50000,2,2,2,22,49609
977,20000,1,2,2,25,6174
978,180000,1,1,2,28,666
979,180000,1,2,2,26,5591
980,150000,2,3,1,54,148747
981,70000,2,1,2,24,63903
982,30000,1,2,2,29,34423
983,5.00E+05,1,1,2,36,45106
984,60000,1,3,1,49,44801
985,50000,2,1,2,23,49860
986,130000,1,3,2,43,1018
987,260000,2,2,1,33,134736
988,380000,1,3,1,53,0
989,360000,2,2,2,25,286732
990,50000,1,3,1,54,62847
991,50000,2,3,1,39,58300
992,260000,2,1,1,44,1215
993,80000,2,2,2,27,57376
994,360000,2,1,2,25,279846
995,290000,2,1,2,29,0
996,2.00E+05,1,1,2,39,0
997,140000,1,1,1,45,39716
998,360000,1,1,1,38,0
999,50000,2,2,2,23,780
1000,120000,1,2,2,25,113348
1001,1.00E+05,1,2,1,29,94453
1002,2.00E+05,2,2,1,28,81865
1003,90000,2,2,1,40,4989
1004,360000,1,1,2,36,0
1005,150000,2,3,2,30,456
1006,140000,1,1,2,29,2937
1007,2.00E+05,2,2,2,36,1371
1008,170000,2,2,1,37,166246
1009,30000,1,2,2,34,19785
1010,80000,2,1,2,27,80000
1011,280000,1,1,2,31,164736
1012,410000,2,1,1,31,2744
1013,450000,1,1,2,38,29747
1014,80000,1,2,2,36,79148
1015,360000,1,1,1,46,92961
1016,130000,2,1,1,36,129689
1017,160000,2,1,2,26,2198
1018,140000,2,3,2,57,131795
1019,240000,2,3,1,40,0
1020,180000,2,3,0,45,4148
1021,70000,1,1,3,57,69398
1022,150000,2,2,2,25,142827
1023,210000,2,3,1,37,138398
1024,2.00E+05,2,1,1,35,9918
1025,310000,1,2,2,33,4040
1026,180000,1,1,1,38,153099
1027,3.00E+05,1,2,2,31,62198
1028,450000,2,1,2,41,11343
1029,2.00E+05,1,1,2,33,0
1030,30000,2,2,1,67,30374
1031,4.00E+05,2,1,1,40,1107
1032,170000,1,1,2,33,764
1033,140000,2,1,2,31,652
1034,2.00E+05,2,2,2,35,64195
1035,60000,2,2,3,39,0
1036,60000,1,2,2,27,43356
1037,150000,1,1,2,23,11109
1038,180000,1,3,1,54,149698
1039,50000,2,3,2,23,43979
1040,50000,1,3,2,24,2562
1041,20000,1,2,2,26,70
1042,230000,2,2,2,52,1292
1043,110000,2,2,1,42,55349
1044,90000,2,1,2,36,90922
1045,20000,2,1,2,22,16233
1046,30000,2,1,2,23,26847
1047,220000,1,3,1,30,162105
1048,140000,2,3,2,24,42897
1049,3.00E+05,2,1,1,42,3000
1050,1.00E+05,1,2,1,49,34704
1051,110000,1,2,2,31,279
1052,270000,2,3,2,33,10000
1053,30000,1,1,1,42,28033
1054,70000,1,3,2,41,70476
1055,230000,1,2,1,53,1350
1056,20000,1,2,2,23,18852
1057,190000,2,1,2,33,115056
1058,20000,2,2,1,29,15890
1059,80000,2,3,1,67,20255
1060,20000,1,3,1,33,20500
1061,60000,2,3,1,34,9928
1062,50000,1,2,1,49,10750
1063,280000,2,2,1,56,284204
1064,3.00E+05,1,1,1,42,120151
1065,30000,2,3,1,55,29278
1066,270000,2,2,1,25,21586
1067,1.00E+05,1,3,2,30,87579
1068,240000,1,2,2,43,291
1069,2.00E+05,1,1,2,40,2159
1070,110000,2,1,2,35,32691
1071,230000,1,1,1,61,1477
1072,150000,2,2,1,44,390
1073,350000,1,1,2,33,148341
1074,360000,1,6,1,66,47615
1075,150000,2,2,2,40,0
1076,1.00E+05,1,3,2,47,94925
1077,5.00E+05,1,1,2,27,204198
1078,5.00E+05,1,1,2,35,172041
1079,180000,2,3,1,47,316
1080,4.00E+05,2,3,1,39,2384
1081,1.00E+05,2,2,2,29,61383
1082,10000,1,2,1,32,8425
1083,60000,2,1,2,30,34735
1084,50000,2,1,2,25,47054
1085,80000,2,2,2,23,57314
1086,110000,2,2,1,43,108616
1087,410000,2,2,1,41,354506
1088,260000,2,2,1,40,0
1089,30000,2,3,1,35,28786
1090,310000,2,1,2,28,36513
1091,70000,2,2,2,38,22578
1092,250000,1,1,2,31,215316
1093,210000,1,3,1,29,198510
1094,360000,1,2,1,41,0
1095,50000,1,2,2,31,48657
1096,670000,1,1,2,29,244663
1097,130000,1,1,2,26,2343
1098,170000,1,1,1,42,0
1099,30000,1,3,2,29,390
1100,110000,1,1,1,50,36802
1101,210000,2,3,2,46,5816
1102,30000,2,2,2,24,24238
1103,260000,2,2,1,46,18256
1104,150000,2,3,2,28,1723
1105,20000,2,2,1,35,18648
1106,380000,2,1,1,40,6614
1107,2.00E+05,2,1,1,41,7812
1108,120000,2,2,1,47,1188
1109,80000,1,2,1,54,76962
1110,30000,2,2,2,33,31089
1111,110000,1,2,2,29,83687
1112,50000,2,3,1,44,3424
1113,90000,2,2,1,24,84148
1114,110000,1,1,2,33,12633
1115,50000,1,3,1,54,38607
1116,60000,1,1,2,27,11862
1117,150000,2,2,2,37,80463
1118,20000,1,1,2,24,18738
1119,140000,2,3,1,54,0
1120,120000,2,2,1,34,0
1121,2.00E+05,2,2,2,40,176502
1122,20000,1,2,2,30,19977
1123,50000,1,2,2,26,48221
1124,2.00E+05,2,2,1,41,18012
1125,1.00E+05,2,2,2,29,75912
1126,3.00E+05,1,1,1,38,2285
1127,5.00E+05,2,1,2,35,22369
1128,360000,2,2,1,52,2995
1129,160000,2,1,2,29,0
1130,50000,2,2,2,23,47053
1131,230000,2,2,1,34,234328
1132,2.00E+05,2,2,2,34,0
1133,270000,1,1,1,44,256402
1134,50000,2,2,1,36,45159
1135,20000,1,2,2,28,15764
1136,60000,2,2,2,31,59643
1137,50000,1,2,2,31,2522
1138,50000,1,2,1,41,19339
1139,130000,2,3,1,44,109006
1140,230000,2,3,2,47,147300
1141,20000,1,2,2,25,3400
1142,30000,2,1,2,25,19801
1143,2.00E+05,2,1,1,39,8432
1144,140000,2,2,1,24,2515
1145,1.00E+05,2,2,1,35,98845
1146,240000,1,2,1,32,127418
1147,70000,2,1,2,31,2400
1148,360000,1,1,2,33,71195
1149,140000,2,1,2,30,149389
1150,50000,1,2,1,52,2072
1151,210000,2,2,1,36,396
1152,280000,1,1,2,30,191493
1153,180000,2,2,2,42,50420
1154,150000,2,1,2,30,10705
1155,20000,1,3,1,47,19739
1156,350000,2,2,1,29,8760
1157,130000,2,1,2,23,3820
1158,470000,1,3,1,39,0
1159,340000,2,2,1,48,4052
1160,80000,1,2,2,26,77389
1161,70000,1,1,2,33,70524
1162,230000,2,2,1,44,5990
1163,180000,2,2,1,36,21494
1164,210000,2,2,1,39,26749
1165,20000,1,2,2,24,780
1166,140000,2,2,2,25,137606
1167,2.00E+05,1,1,2,52,115702
1168,50000,2,3,1,59,47822
1169,80000,2,1,2,23,3526
1170,30000,2,3,2,48,1445
1171,140000,2,1,2,28,9305
1172,80000,1,3,1,62,1262
1173,220000,2,3,1,38,20000
1174,180000,2,1,2,32,666
1175,140000,2,2,1,29,81764
1176,180000,1,2,2,25,10022
1177,50000,2,2,2,35,14536
1178,170000,2,2,2,27,97474
1179,50000,1,2,2,38,50958
1180,50000,1,2,2,24,49144
1181,3.00E+05,1,2,1,29,1874
1182,390000,2,1,2,27,386301
1183,90000,2,2,1,55,81998
1184,2.00E+05,2,1,2,29,194241
1185,460000,1,1,2,29,410033
1186,10000,1,2,2,23,3714
1187,20000,1,2,1,30,1261
1188,50000,2,2,1,50,1232
1189,480000,2,2,1,38,90258
1190,180000,2,1,2,24,169263
1191,240000,2,1,2,29,3093
1192,250000,1,1,2,38,584
1193,270000,2,2,2,34,381
1194,2.00E+05,1,1,1,37,123337
1195,1.00E+05,2,3,1,66,100036
1196,160000,2,1,1,39,710
1197,80000,2,2,1,45,81841
1198,130000,1,2,1,44,29547
1199,340000,2,3,2,44,142836
1200,360000,1,1,1,36,0
1201,120000,2,3,1,40,108300
1202,120000,1,1,2,29,30101
1203,3.00E+05,2,1,2,48,247279
1204,60000,2,2,2,23,2516
1205,210000,2,2,1,50,106724
1206,210000,2,2,1,29,209807
1207,70000,2,3,1,49,21024
1208,2.00E+05,1,2,1,33,50612
1209,230000,2,2,1,51,51802
1210,20000,1,3,1,23,3675
1211,210000,2,1,1,37,211749
1212,160000,2,3,2,26,390
1213,290000,2,1,1,30,1312
1214,80000,2,3,1,26,63677
1215,360000,1,1,2,43,4134
1216,230000,1,1,2,32,164634
1217,360000,1,3,1,54,16230
1218,340000,2,1,1,30,351828
1219,50000,2,1,2,22,8537
1220,80000,1,2,2,38,89394
1221,50000,2,2,2,24,97043
1222,30000,2,1,2,24,3019
1223,210000,1,1,2,26,1360
1224,150000,2,2,1,42,3260
1225,20000,1,2,2,21,20297
1226,20000,1,3,2,22,19624
1227,240000,2,3,1,41,5325
1228,5.00E+05,2,2,1,50,16984
1229,90000,2,2,1,23,12770
1230,50000,1,3,2,46,50131
1231,50000,2,2,2,22,50834
1232,680000,1,1,2,37,18314
1233,50000,1,1,1,47,45717
1234,1.00E+05,2,2,1,40,326
1235,280000,2,1,2,30,270276
1236,30000,1,2,2,54,26278
1237,50000,1,2,2,27,23901
1238,60000,1,1,1,33,8308
1239,120000,1,2,1,57,118709
1240,80000,2,2,1,35,2890
1241,5.00E+05,1,1,1,45,140
1242,70000,2,3,1,32,18317
1243,160000,2,2,1,45,0
1244,1.00E+05,2,3,1,50,110537
1245,10000,1,3,2,35,7877
1246,90000,1,1,2,26,10750
1247,170000,1,1,1,39,74298
1248,90000,2,2,2,35,2667
1249,180000,2,3,2,42,67414
1250,350000,2,1,1,52,2400
1251,270000,1,2,2,35,225400
1252,2.00E+05,2,1,2,29,65935
1253,20000,2,1,2,22,15829
1254,1.00E+05,1,2,2,30,44953
1255,290000,1,1,1,46,194301
1256,70000,1,3,2,28,68970
1257,230000,1,1,2,26,416
1258,180000,2,1,2,28,950
1259,210000,1,1,2,33,291
1260,50000,1,1,2,24,49946
1261,150000,1,1,2,37,45000
1262,380000,1,2,1,50,385662
1263,50000,1,2,1,44,45335
1264,150000,2,3,1,43,264
1265,220000,1,2,2,29,122286
1266,80000,2,5,2,27,45268
1267,220000,2,2,1,32,194961
1268,70000,2,2,2,34,24208
1269,120000,1,2,2,37,16241
1270,180000,2,2,2,32,20730
1271,50000,2,3,1,57,49017
1272,10000,2,2,3,46,9532
1273,370000,2,1,1,53,21160
1274,20000,2,1,2,26,10658
1275,150000,1,2,1,34,132214
1276,20000,1,1,2,26,416
1277,480000,2,2,1,54,17189
1278,50000,1,3,2,26,25060
1279,170000,1,2,2,31,24581
1280,4.00E+05,2,2,2,30,0
1281,2.00E+05,2,1,2,31,38635
1282,360000,1,1,2,34,0
1283,140000,2,5,2,36,91226
1284,260000,1,3,1,34,12071
1285,440000,2,2,2,26,96190
1286,5.00E+05,1,2,1,43,12200
1287,230000,2,2,1,29,64982
1288,470000,1,2,1,41,13780
1289,20000,2,3,1,48,14589
1290,210000,2,2,2,24,108491
1291,20000,2,1,2,23,6733
1292,20000,2,3,1,53,12197
1293,2.00E+05,2,2,1,34,0
1294,250000,2,2,2,36,6220
1295,3.00E+05,1,2,2,41,34480
1296,320000,2,1,2,30,113801
1297,50000,1,2,2,29,37170
1298,2.00E+05,2,2,1,34,6626
1299,80000,2,1,2,29,16936
1300,70000,1,2,1,37,10323
1301,60000,1,3,2,36,56807
1302,10000,2,3,2,22,10012
1303,50000,2,3,2,30,50332
1304,140000,1,2,2,26,133572
1305,30000,1,2,2,25,7160
1306,190000,1,2,1,49,435
1307,70000,2,1,2,23,853
1308,330000,2,2,1,28,390
1309,110000,2,2,2,24,6470
1310,270000,1,3,1,47,165303
1311,160000,1,2,1,31,26295
1312,20000,1,2,2,24,18937
1313,320000,1,2,2,32,21460
1314,430000,1,1,2,31,29860
1315,50000,2,1,1,37,8014
1316,140000,1,2,1,48,1600
1317,5.00E+05,1,2,1,49,4214
1318,80000,1,3,1,45,26637
1319,390000,2,1,1,34,0
1320,250000,2,1,1,43,17454
1321,390000,2,1,2,31,6466
1322,1.00E+05,2,1,1,35,57612
1323,360000,2,1,1,42,179851
1324,140000,1,1,2,36,0
1325,110000,1,2,1,51,45964
1326,170000,1,3,1,48,316
1327,170000,1,2,1,48,137823
1328,180000,2,2,2,25,4745
1329,140000,1,2,1,41,109326
1330,20000,2,2,1,49,13882
1331,150000,1,1,2,28,0
1332,50000,2,2,2,28,48072
1333,160000,2,2,1,38,0
1334,80000,1,2,1,41,3153
1335,3.00E+05,2,3,2,29,0
1336,60000,2,3,2,32,62552
1337,70000,2,2,2,26,42583
1338,290000,2,1,2,31,632
1339,80000,2,1,2,23,8766
1340,50000,2,3,1,53,0
1341,2.00E+05,2,3,2,49,7697
1342,2.00E+05,2,1,1,34,267
1343,50000,2,1,2,22,586
1344,20000,2,2,2,26,1041
1345,2.00E+05,1,1,1,38,6186
1346,120000,2,1,2,35,77785
1347,220000,2,2,1,49,172184
1348,630000,1,1,2,40,440474
1349,3.00E+05,2,1,2,34,19357
1350,10000,2,2,2,49,8184
1351,50000,1,2,2,29,0
1352,280000,2,1,1,39,7791
1353,130000,1,1,2,30,4536
1354,30000,2,3,1,28,23182
1355,50000,2,2,1,27,9877
1356,70000,2,3,1,38,24758
1357,80000,1,2,2,29,41815
1358,20000,2,2,1,22,16726
1359,390000,1,1,1,41,495559
1360,470000,2,2,2,32,147113
1361,240000,2,2,2,30,7818
1362,140000,2,1,2,29,14943
1363,260000,2,2,1,37,244738
1364,150000,2,1,2,25,191
1365,120000,1,1,1,46,14682
1366,20000,2,2,1,47,18021
1367,260000,2,4,2,42,399
1368,50000,1,3,2,22,42678
1369,180000,2,2,2,27,126195
1370,310000,2,5,1,35,10350
1371,360000,1,2,1,44,5101
1372,180000,2,2,2,30,14445
1373,270000,2,1,1,42,1250
1374,70000,1,1,2,28,67857
1375,50000,1,2,2,24,2155
1376,30000,2,3,2,50,0
1377,50000,2,2,1,54,11351
1378,350000,1,2,1,37,325
1379,2.00E+05,1,1,1,58,192461
1380,80000,1,3,2,26,71661
1381,60000,2,2,1,31,47000
1382,30000,1,1,1,52,15743
1383,110000,2,1,2,36,108316
1384,3.00E+05,2,1,2,27,42189
1385,50000,2,3,1,22,22854
1386,5.00E+05,1,1,2,39,2450
1387,360000,1,1,2,36,356913
1388,20000,2,2,1,39,14112
1389,220000,1,1,1,39,75190
1390,20000,2,2,2,22,11192
1391,60000,1,2,1,37,30381
1392,170000,2,1,2,30,1560
1393,2.00E+05,2,2,1,26,47236
1394,20000,2,1,2,23,19990
1395,140000,2,3,2,23,67505
1396,330000,2,1,2,35,1663
1397,180000,2,2,2,24,108580
1398,360000,2,2,1,35,5157
1399,20000,1,3,1,51,14815
1400,50000,2,1,2,23,34422
1401,1.00E+05,2,2,1,25,20755
1402,30000,1,2,1,36,30573
1403,70000,2,2,1,44,4221
1404,470000,1,1,2,33,5613
1405,3.00E+05,2,1,1,36,8385
1406,3.00E+05,2,1,1,45,6608
1407,2.00E+05,2,1,2,26,2179
1408,150000,2,2,1,41,79021
1409,220000,2,2,2,25,165040
1410,420000,1,1,2,31,1569
1411,210000,2,2,2,45,467
1412,450000,1,3,1,58,8940
1413,30000,1,2,1,38,184
1414,240000,1,2,1,30,2816
1415,420000,2,2,2,25,28206
1416,60000,2,1,2,25,57174
1417,30000,2,3,2,24,4882
1418,80000,2,1,2,29,2673
1419,50000,1,2,2,37,48206
1420,230000,1,3,2,27,19200
1421,2.00E+05,1,1,2,31,6618
1422,230000,2,2,2,28,12218
1423,130000,2,2,2,24,122750
1424,2.00E+05,2,3,2,27,0
1425,90000,2,1,2,33,80919
1426,120000,1,1,2,27,316
1427,2.00E+05,1,1,2,42,470
1428,20000,2,2,2,32,17757
1429,210000,2,1,1,37,76089
1430,80000,2,2,2,44,80610
1431,50000,2,1,1,29,50486
1432,70000,2,2,1,42,50886
1433,230000,1,2,2,32,189567
1434,20000,1,2,2,52,17420
1435,30000,1,2,2,44,21043
1436,1.00E+05,1,1,2,31,33752
1437,80000,2,1,2,29,81337
1438,210000,1,2,2,33,187610
1439,50000,1,2,2,54,48153
1440,130000,2,2,2,23,133622
1441,70000,2,1,2,24,48432
1442,210000,2,1,1,33,17420
1443,1.00E+05,1,3,1,44,780
1444,2.00E+05,1,3,0,51,3556
1445,40000,1,1,2,24,28926
1446,80000,2,2,2,25,69602
1447,210000,2,1,1,37,0
1448,20000,2,2,2,23,7186
1449,10000,1,3,2,34,8813
1450,60000,2,3,1,50,61600
1451,40000,2,2,1,25,11273
1452,290000,2,1,2,33,413
1453,50000,1,2,1,54,1583
1454,20000,1,2,2,25,17384
1455,30000,1,2,2,26,33195
1456,20000,1,2,1,32,17104
1457,50000,2,3,3,43,24443
1458,5.00E+05,1,2,1,42,0
1459,90000,2,3,2,24,595
1460,10000,1,2,2,26,15147
1461,50000,2,2,1,37,1050
1462,120000,1,1,2,36,24466
1463,2.00E+05,2,1,2,27,157607
1464,3.00E+05,2,2,1,50,8924
1465,90000,2,2,2,24,17524
1466,90000,1,2,1,27,70482
1467,140000,2,1,2,23,0
1468,180000,2,2,1,39,1081
1469,360000,1,1,1,39,1761
1470,160000,2,3,2,29,0
1471,1.00E+05,1,1,1,45,10529
1472,20000,1,2,2,21,19277
1473,360000,1,1,1,36,40434
1474,230000,1,2,2,39,326
1475,110000,2,3,2,29,101006
1476,210000,1,2,2,37,142149
1477,2.00E+05,1,2,2,26,1747
1478,50000,1,2,2,44,27560
1479,210000,2,1,2,30,0
1480,280000,1,1,2,31,0
1481,5.00E+05,1,2,1,40,94585
1482,30000,2,1,2,25,3924
1483,340000,2,2,1,36,167474
1484,360000,1,1,2,32,389
1485,70000,2,1,2,22,71358
1486,20000,2,2,3,44,2400
1487,230000,1,1,2,32,44734
1488,60000,1,2,1,41,48979
1489,50000,1,1,2,28,49828
1490,50000,2,1,2,29,10532
1491,130000,2,4,2,28,36108
1492,160000,1,3,2,52,155684
1493,60000,2,3,2,48,43533
1494,160000,1,2,2,43,12458
1495,180000,2,1,2,25,23800
1496,170000,1,2,1,36,75960
1497,360000,2,2,2,35,360023
1498,130000,2,2,1,34,59955
1499,180000,2,2,2,48,2551
1500,20000,1,1,2,27,6274
1501,230000,2,2,1,43,7806
1502,220000,2,2,1,30,0
1503,240000,1,2,1,43,0
1504,50000,1,3,1,54,50356
1505,310000,2,2,1,39,7246
1506,350000,1,1,1,70,100895
1507,50000,2,1,2,24,629
1508,2.00E+05,2,2,1,30,26223
1509,480000,1,3,2,53,482250
1510,180000,2,1,1,27,81044
1511,2.00E+05,2,2,2,33,184676
1512,20000,1,3,1,34,15736
1513,50000,1,2,2,48,51631
1514,210000,2,3,2,33,0
1515,20000,2,2,2,24,19433
1516,150000,2,2,1,31,6526
1517,50000,2,2,2,25,46528
1518,190000,1,3,1,49,178367
1519,290000,2,1,2,27,232523
1520,420000,1,2,1,39,171141
1521,340000,2,2,2,36,337981
1522,60000,1,2,2,40,9744
1523,90000,2,1,2,27,81111
1524,30000,2,1,2,27,28207
1525,160000,2,2,1,37,1988
1526,20000,1,2,2,35,11916
1527,90000,2,2,1,25,87525
1528,120000,1,1,2,27,20874
1529,120000,1,1,2,38,0
1530,360000,2,2,1,50,147
1531,160000,2,1,2,32,16922
1532,320000,2,1,1,34,65083
1533,20000,1,2,2,25,16508
1534,230000,2,1,2,29,63184
1535,50000,1,3,1,44,15931
1536,50000,1,3,1,48,2722
1537,40000,2,3,2,24,5496
1538,120000,2,3,1,27,390
1539,130000,2,2,2,25,1031
1540,110000,2,3,2,28,85918
1541,20000,1,2,2,22,8222
1542,50000,1,3,2,22,0
1543,120000,2,3,1,30,115583
1544,50000,1,3,2,34,50375
1545,360000,2,2,2,34,0
1546,240000,2,2,1,44,3313
1547,150000,1,1,2,32,46272
1548,50000,2,2,2,23,30501
1549,5.00E+05,2,1,2,42,30439
1550,110000,2,2,1,33,115895
1551,170000,1,2,1,48,93420
1552,230000,2,2,1,29,30818
1553,20000,2,3,3,47,9417
1554,1.00E+05,2,1,1,41,0
1555,110000,1,1,2,28,44278
1556,340000,1,1,1,52,30832
1557,50000,1,1,2,37,37774
1558,310000,1,1,1,50,316
1559,50000,2,3,1,31,38102
1560,240000,2,3,1,38,107148
1561,50000,2,2,1,48,10929
1562,150000,2,1,2,34,0
1563,140000,1,2,2,44,108033
1564,30000,2,3,1,56,16088
1565,3.00E+05,2,1,1,30,93738
1566,50000,1,1,2,29,2087
1567,280000,2,2,1,37,29078
1568,120000,2,2,2,23,118063
1569,30000,2,1,1,27,0
1570,30000,2,2,2,23,3226
1571,180000,1,3,1,45,24400
1572,150000,1,2,1,33,8967
1573,110000,2,2,1,40,84589
1574,50000,1,1,2,24,50716
1575,230000,2,3,1,43,0
1576,230000,2,2,2,25,95311
1577,160000,2,1,2,46,6241
1578,50000,1,3,2,36,52855
1579,210000,2,1,1,36,0
1580,120000,2,2,1,38,4100
1581,240000,2,2,1,42,21943
1582,20000,1,3,3,47,18768
1583,50000,2,3,2,40,5538
1584,50000,2,1,2,70,49546
1585,50000,2,2,1,32,48508
1586,1.00E+05,1,3,2,52,73904
1587,390000,2,1,1,49,15026
1588,550000,1,1,2,31,43769
1589,450000,2,2,2,36,13500
1590,80000,2,2,1,50,2587
1591,50000,2,3,1,48,4064
1592,50000,2,2,2,33,49617
1593,180000,1,2,1,44,70721
1594,240000,1,1,2,35,15432
1595,320000,2,3,2,29,500
1596,480000,2,2,1,35,18214
1597,150000,2,2,1,37,1184
1598,110000,2,1,2,29,107195
1599,240000,1,1,2,30,7744
1600,50000,1,1,2,33,47853
1601,120000,1,2,2,27,2474
1602,150000,2,1,1,31,0
1603,1.00E+05,2,3,2,53,101503
1604,260000,2,2,2,38,0
1605,250000,2,2,2,26,16884
1606,1.00E+05,2,2,2,26,9614
1607,160000,1,1,1,51,79244
1608,270000,2,1,1,37,264
1609,390000,2,2,2,42,5895
1610,210000,2,2,1,43,80527
1611,30000,2,2,2,23,24285
1612,3.00E+05,2,3,1,30,12090
1613,190000,2,3,1,38,89619
1614,130000,2,1,1,35,6348
1615,360000,1,2,1,44,270248
1616,320000,1,1,1,35,291
1617,20000,1,2,3,35,0
1618,360000,1,1,1,32,10729
1619,190000,2,2,2,25,110031
1620,90000,2,2,2,33,63626
1621,30000,2,1,2,26,2635
1622,240000,1,1,2,29,240248
1623,40000,2,1,2,26,12308
1624,170000,1,2,2,36,2104
1625,180000,1,1,2,37,22121
1626,20000,1,3,1,63,16097
1627,150000,2,3,1,48,37800
1628,50000,2,2,1,47,44624
1629,140000,2,3,1,31,89910
1630,50000,1,3,2,31,40011
1631,2.00E+05,1,1,2,34,67002
1632,1.00E+05,2,1,1,43,9122
1633,250000,2,1,2,32,33323
1634,80000,2,1,2,38,1927
1635,170000,2,2,1,50,177956
1636,80000,1,3,2,29,46638
1637,50000,1,2,1,49,49816
1638,30000,2,3,2,40,23687
1639,70000,2,1,2,34,70971
1640,30000,2,3,1,47,1355
1641,2.00E+05,1,1,1,34,5023
1642,1.00E+05,2,2,2,27,11540
1643,20000,1,2,2,44,17636
1644,2.00E+05,1,1,2,29,2290
1645,50000,1,3,1,72,35417
1646,50000,1,2,1,48,40931
1647,50000,2,1,2,27,36794
1648,220000,1,2,1,44,217743
1649,240000,2,3,1,39,0
1650,50000,1,1,1,40,42549
1651,5.00E+05,2,1,1,45,36954
1652,170000,1,1,2,26,23594
1653,30000,1,1,1,34,220
1654,3.00E+05,1,1,1,43,0
1655,50000,1,2,2,30,50507
1656,1.00E+05,2,3,1,31,16033
1657,150000,2,1,2,29,108817
1658,50000,1,1,2,28,46176
1659,190000,2,2,2,31,771
1660,20000,2,3,2,22,14562
1661,50000,2,3,1,55,49003
